Company,Ratings,Founded,Indian_Headquarter_City,Indian_Headquarter_Country,Main_Headquarter_City,Main_Headquarter_Country,Indian_Employee_Count,Global_Employee_Count,Industry,Highly_Rated,Critically_Rated,Job_Security_Rating,WorkLife_Rating,Company_Culture_Rating,Skill_Development_Rating,Work_Satisfaction_Rating,Compensation_Rating,Career_Growth_Rating
Kellogg,4.2,1906.0,,,"Battle Creek, Michigan",United States (USA),3000.0,10001-50000,FMCG,"Company culture, Job security, Work-life balance",,4.2,4.2,4.2,4.0,3.9,3.7,3.4
Excitel-Broadband,3.6,2015.0,"Delhi,NCT",India,"Delhi,NCT",India,1050.0,1001-5000,Telecom,"Promotions, Job security, Work satisfaction",,3.1,3.4,3.3,3.4,3.3,3.5,2.9
Orra-Fine-Jewellery,3.5,1888.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,1401.0,1001-5000,Jewellery,"Work satisfaction, Company culture, Promotions",,3.2,3.3,3.1,3.4,3.1,3.7,3.2
HLL-Lifecare,3.7,1966.0,"Trivandrum/Thiruvananthapuram, Kerala",India,"Trivandrum/Thiruvananthapuram, Kerala",India,1379.0,501-1000,Healthcare,"Promotions, Salary",,3.4,3.7,3.6,3.7,3.6,3.2,3.0
NLC-India-Limited,4.4,,,,,,,,,,,,,,,,,
Cvent,3.3,1999.0,,,"Tysons Corner, VA ",,2511.0,1001-5000,Software Product,"Promotions, Work satisfaction, Salary",,3.3,3.3,3.2,3.3,3.0,3.1,2.8
AVTEC,3.5,2005.0,"Delhi/NCR, New Delhi",India,"Delhi/NCR, New Delhi",India,1501.0,1001-5000,Auto Components,"Promotions, Salary, Job security",,2.9,3.4,3.3,3.6,3.4,2.9,2.8
Ascent-HR-Technologies-Private-Limited,3.6,,,,,,,,,,,,,,,,,
FNP,3.7,1994.0,"New Delhi, Delhi",India,,India,1000.0,1001-5000,Retail,,,3.4,3.5,3.6,3.6,3.5,3.5,3.3
Maharashtra-State-Electricity-Distribution-Company,4.2,2005.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,70000.0,50001-100000,Power,"Company culture, Skill development, Work-life balance",,3.8,4.0,4.1,4.1,4.0,3.7,3.4
C5i,4.2,2000.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",United States ,1329.0,1001-5000,Analytics & KPO,"Work-life balance, Company culture, Job security",,4.2,4.3,4.2,4.1,4.1,4.0,3.9
Pamac-Finserve,3.2,1995.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,1065.0,5001-10000,BPO,"Promotions, Salary, Work satisfaction",,3.0,2.9,3.0,3.1,2.9,2.5,2.4
Efs-Facilities-Services,3.8,2006.0,,,"Dubai, Dubai",United Arab Emirates (UAE),5001.0,10001-50000,Facility Management Services,Promotions,,3.5,3.7,3.6,3.6,3.5,3.4,3.1
Aurionpro-Solutions,3.5,1997.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,2086.0,1001-5000,Software Product,"Promotions, Skill development, Work satisfaction",,3.3,3.5,3.3,3.2,3.3,3.3,2.9
Apitoria-Pharma,4.2,2023.0,"Hyderabad / Secunderabad, Telangana",India,"Hyderabad / Secunderabad, Telangana",India,7250.0,,Pharma,"Job security, Work-life balance, Company culture",,4.2,4.2,4.0,3.9,3.9,4.0,3.6
Gandhi-Automations,4.0,,,,,,,,,,,,,,,,,
Hettich,3.6,1888.0,,,Kirchlengern,Germany,1058.0,5001-10000,Furniture & Furnishing,Promotions,,3.7,3.4,3.5,3.4,3.4,3.5,3.1
BAXY-Limited,4.1,1982.0,Gurgaon,India,Gurgaon,India,1730.0,"1,001-5,000",Auto Components,"Work-life balance, Job security, Salary",,3.8,3.9,3.7,3.8,3.8,3.8,3.6
Expleo-Group,3.5,1966.0,,,"Chennai, Tamil Nadu",India,3948.0,10001-50000,IT Services & Consulting,"Promotions, Salary, Job security",,3.2,3.6,3.4,3.3,3.3,3.1,3.0
Coal-India,3.9,1975.0,"Kolkata, West Bengal",India,"Kolkata, West Bengal",India,239210.0,100001+,Metals & Mining,"Job security, Salary, Work-life balance",,4.6,3.9,3.5,3.5,3.7,4.0,3.5
Capital-Numbers-Infotech,4.1,2012.0,"Kolkata, West Bengal",India,"Kolkata, West Bengal",India,501.0,501-1000,IT Services & Consulting,"Work-life balance, Company culture, Salary",,3.8,4.2,4.0,3.9,4.0,4.0,3.6
Jindal-Poly-Films,3.7,1974.0,"Delhi/NCR, Delhi",India,"Delhi/NCR, Delhi",India,346.0,1001-5000,Packaging,"Promotions, Job security, Company culture",,3.2,3.5,3.3,3.5,3.4,3.5,3.0
Alcon,3.8,1945.0,,,"Fort Worth,Texas",United States,2208.0,10001-50000,Medical Equipment,"Salary, Work-life balance",Promotions,3.5,3.9,3.7,3.5,3.6,3.9,3.0
Colt-Technology-Services,4.2,1992.0,,,"London,England",United Kingdom,1694.0,5001-10000,Hardware & Networking,"Work-life balance, Company culture, Salary",,3.8,4.4,4.3,3.8,4.0,4.0,3.5
Dr.-Reddy's-Foundation,3.7,,,,,,,,,,,,,,,,,
BEML,3.7,1964.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,5573.0,5001-10000,Industrial Machinery,Job security,"Promotions, Company culture, Salary",3.9,3.4,3.2,3.4,3.4,3.3,3.1
Hilton,4.1,1919.0,,,"Mclean, Virginia",United States (USA),3119.0,100001+,Hospitality,"Company culture, Job security, Skill development",,4.0,3.9,4.0,4.0,3.9,3.7,3.6
Axiscades,3.1,1990.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,1658.0,1001-5000,IT Services & Consulting,"Promotions, Salary, Work satisfaction",,3.1,3.2,2.9,2.9,2.9,2.8,2.6
PTC,4.2,1985.0,,,"Boston,Massachusetts",United States,2304.0,5001-10000,Software Product,"Work-life balance, Company culture, Job security",,4.1,4.4,4.2,3.7,3.9,3.8,3.5
Jubilant-Generics,4.0,2013.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,6000.0,5001-10000,Pharma,"Salary, Work-life balance",,3.5,3.8,3.7,3.6,3.7,3.8,3.4
Fenesta-Building-Systems,4.0,2003.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,1812.0,1001-5000,Building Material,"Job security, Company culture, Work-life balance",,4.1,3.9,3.9,3.9,3.8,3.7,3.4
Country-Delight,3.9,2015.0,"Gurgaon,Haryana",India,"Gurgaon,Haryana",India,2008.0,501-1000,Food Processing,Salary,Promotions,3.7,3.7,3.6,3.5,3.5,3.8,3.3
Allianz-Services,4.1,2003.0,"Thiruvananthapuram, Kerala",India,"Munich, Germany",Germany,5000.0,100001+,Insurance,,,4.4,4.2,4.2,4.0,3.8,3.2,3.3
Kauvery-Hospital,4.0,1999.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,1573.0,1001-5000,Healthcare,"Job security, Company culture, Skill development",,4.0,3.8,3.9,3.9,3.7,3.5,3.4
Iron-Mountain-Inc,3.7,1951.0,,,"Boston,Massachusetts",United States,2977.0,10001-50000,IT Services & Consulting,Promotions,,3.4,3.7,3.6,3.4,3.5,3.5,3.0
Army-Public-School,4.0,1974.0,"Delhi/NCR, New Delhi",India,"Delhi/NCR, New Delhi",India,,5001-10000,Education & Training,"Skill development, Salary, Work-life balance","Job security, Promotions",3.1,3.8,3.6,4.0,3.7,3.9,3.2
PureSoftware,2.9,2005.0,"Noida, Uttar Pradesh",India,Singapore,India,1204.0,1001-5000,Software Product,"Job security, Promotions, Skill development",,2.4,3.1,2.8,2.6,2.8,3.2,2.6
GAMMON-INDIA,3.7,1922.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,50.0,1001-5000,Engineering & Construction,"Company culture, Skill development, Work satisfaction",,3.7,3.7,3.8,3.8,3.8,3.5,3.4
HUDL,3.2,2006.0,,,"Lincoln,Nebraska",United States,2735.0,1001-5000,Software Product,"Promotions, Skill development, Job security",,2.7,3.1,3.3,2.6,3.0,2.9,2.6
Quest-Retail-Private-Limited,4.1,,,,,,,,,,,,,,,,,
Damco-Solutions,3.5,1996.0,"Faridabad, Haryana",India,"Princeton, New Jersey",United States (USA),800.0,501-1000,IT Services & Consulting,"Promotions, Skill development, Work satisfaction",,3.4,3.4,3.4,3.2,3.3,3.4,3.0
PayU-Payments,3.3,2002.0,,,Amsterdam,Netherlands,1234.0,1001-5000,FinTech,"Promotions, Job security, Work satisfaction",,3.0,3.5,3.2,3.1,3.1,3.3,2.8
Crystal-Crop-Protection,3.9,1980.0,"Delhi/NCR, New Delhi",India,"Delhi/NCR, New Delhi",India,1245.0,501-1000,Agro Chemicals,Work-life balance,,3.6,3.8,3.7,3.6,3.7,3.7,3.4
Prochant,3.8,1999.0,"Chennai, Tamil Nadu",India,"Charlotte, North Carolina, US",,5000.0,1001-5000,Analytics & KPO,Work-life balance,,3.7,3.8,3.7,3.7,3.6,3.6,3.5
Icl-Fincorp,4.7,1999.0,"Thrissur/Trichur, Kerala",India,"Thrissur/Trichur, Kerala",India,175.0,201-500,NBFC,"Company culture, Job security, Salary",,4.6,4.6,4.6,4.6,4.6,4.6,4.5
Wood-Group,3.8,1912.0,,,"Aberdeen City, Aberdeen",Scotland,1800.0,50001-100000,Engineering & Construction,"Salary, Work-life balance",Promotions,3.5,3.9,3.6,3.5,3.7,3.9,3.1
WayCool-Foods-and-Products,3.4,2015.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,948.0,1001-5000,FMCG,"Promotions, Job security, Work satisfaction",,2.8,3.4,3.2,3.2,3.2,3.3,2.8
Maxop-Engineering-Co.,4.1,,,,,,,,,,,,,,,,,
AVIOM,4.0,2016.0,"Delhi,NCT",India,"Delhi,NCT",India,2284.0,501-1000,NBFC,"Salary, Work-life balance, Work satisfaction",,3.6,4.0,3.8,3.8,3.9,4.0,3.7
Matrimonialsindia,4.9,1997.0,"New Delhi, Delhi",India,New Delhi,,1240.0,501-1000,Internet,"Company culture, Job security, Salary",,4.9,4.9,4.9,4.9,4.9,4.9,4.9
J-K-Fenner,3.9,1987.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,201.0,1001-5000,Engineering & Construction,Promotions,,3.6,3.7,3.5,3.6,3.5,3.5,3.1
Ambit-Finvest,4.0,,,,,,2851.0,,NBFC,"Salary, Company culture, Work-life balance",,3.7,3.9,3.9,3.9,3.8,4.0,3.7
Applied-Materials,3.7,2002.0,,,"Santa Clara, California",United States (USA),3458.0,10001-50000,Semiconductors,Promotions,,3.6,3.6,3.7,3.5,3.5,3.6,3.1
HBL-Power-Systems,4.0,1977.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",India,1663.0,1001-5000,Electrical Equipment,Work-life balance,Promotions,3.6,3.9,3.7,3.7,3.7,3.4,3.1
Jaipur-Rugs,4.3,1978.0,"Jaipur, Rajasthan",India,"Jaipur, Rajasthan",India,480.0,201-500,Fashion & Textile,"Company culture, Skill development, Work-life balance",,3.8,4.1,4.2,4.2,4.1,3.9,3.9
QSpiders,3.7,2003.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,1132.0,201-500,Education & Training,"Promotions, Salary",,3.4,3.6,3.5,3.6,3.5,3.3,3.2
McCain-Foods,4.0,1996.0,"Gurgaon / Gurugram, Haryana",India,Toronto,Canada,2501.0,10001-50000,FMCG,"Salary, Work-life balance, Company culture",Promotions,3.8,3.9,3.8,3.8,3.7,4.1,3.2
Pinnacle-Infotech,3.4,1992.0,"Durgapur, West Bengal",India,"Houston, Texas",United States (USA),3551.0,5001-10000,IT Services & Consulting,Job security,"Work-life balance, Company culture, Work satisfaction",3.8,2.9,2.9,3.5,3.0,3.4,3.2
Genesys-International-Corporation,3.4,1995.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,1668.0,1001-5000,IT Services & Consulting,"Promotions, Salary, Work satisfaction",,3.3,3.2,3.2,3.4,3.2,3.0,2.7
Laxmi-Organic-Industries,3.8,1992.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,1086.0,1001-5000,Chemicals,Promotions,,3.6,3.7,3.6,3.6,3.6,3.7,3.2
AVEVA,4.0,1967.0,"Hyderabad / Secunderabad, Telangana",India,"Cambridge,Cambridgeshire",United Kingdom,1283.0,1001-5000,Software Product,"Work-life balance, Company culture",,3.7,4.3,4.1,3.6,3.7,3.7,3.4
Empower,4.0,1891.0,,,"Greenwood Village, Colorado",US,2991.0,5001-10000,Financial Services,,,4.1,3.9,3.9,3.5,3.6,3.9,3.1
ArcelorMittal,4.0,2006.0,,,Boulevard d’Avranches,Luxembourg,434.0,100001+,Iron & Steel,"Job security, Work-life balance, Company culture",,3.9,3.9,3.8,3.8,3.7,3.8,3.4
Amway-India-Enterprises,4.1,1995.0,"New Delhi, Delhi",India,"Ada Township, Michigan",United States (USA),2000.0,10001-50000,Fitness & Wellness,"Work-life balance, Company culture, Salary",,3.7,4.1,3.9,3.8,3.8,3.9,3.4
Transport-Corporation-Of-India,3.8,,,,,,,,,,,,,,,,,
TSYS|Total-System-Services,4.1,,,,,,,,,,,,,,,,,
Toyota-Industries-Engine-India,4.3,1995.0,,,"Kariya, Aichi",Japan,1001.0,5001-10000,Auto Components,"Company culture, Job security, Work-life balance",Promotions,4.1,4.1,4.4,4.0,4.0,4.0,3.2
Paras-Dairy,3.4,1987.0,"Delhi/NCR, Delhi",India,"Delhi/NCR, Delhi",India,501.0,201-500,Food Processing,"Promotions, Job security, Company culture",,3.0,3.4,3.2,3.3,3.3,3.3,3.0
Baker-Hughes,4.0,2016.0,,,"Boston , Massachusetts",United States (USA),2900.0,50001-100000,Oil & Gas,"Work-life balance, Company culture, Salary",Promotions,3.7,4.1,4.0,3.7,3.8,3.8,3.2
Micromax-Informatics,3.9,2000.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,1891.0,10001-50000,Consumer Electronics & Appliances,Work-life balance,Promotions,3.4,3.8,3.6,3.6,3.7,3.5,3.2
SAEL-Industries-Limited,4.0,2022.0,New Delhi,India,,,493.0,1001-5000,Power,,,3.6,3.9,3.6,3.7,3.6,3.8,3.4
"DATAMARK,-Inc.",3.4,,,,,,,,,,,,,,,,,
Lear-Corporation,4.0,1917.0,,,Southfield,United States (USA),1966.0,100001+,Auto Components,"Work-life balance, Company culture, Job security",Promotions,3.8,3.9,3.8,3.7,3.7,3.6,3.2
Dishman-Carbogen-Amcis,3.6,2007.0,,,Bubendorf,Switzerland,1001.0,501-1000,Pharma,Work-life balance,"Promotions, Job security, Skill development",3.2,3.8,3.4,3.3,3.4,3.3,2.6
Paramount-Health-Services-Tpa,3.8,2002.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,2201.0,1001-5000,Insurance,Work-life balance,"Promotions, Salary",3.7,3.8,3.7,3.7,3.7,3.2,3.0
Voyants-Solutions,3.7,2004.0,Gurgaon,India,Gurgaon,India,1701.0,501-1000,Engineering & Construction,Promotions,,3.4,3.7,3.5,3.5,3.5,3.5,3.1
Andritz-Hydro-Location-India,3.9,1996.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,3000.0,1001-5000,Industrial Machinery,Job security,Promotions,3.8,3.7,3.6,3.6,3.6,3.6,3.2
Congruex-Asia-Pacific,3.7,2017.0,"Mohali, Punjab",India,"Boulder, Colorado",United States of America,2001.0,1001-5000,Engineering & Construction,"Company culture, Work-life balance",Promotions,3.5,3.8,3.8,3.4,3.5,3.4,3.2
SoftAge-Information-Technology,3.6,1994.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,1500.0,1001-5000,IT Services & Consulting,Promotions,,3.4,3.7,3.6,3.5,3.6,3.6,3.3
Magma-General-Insurance-Limited,3.8,2012.0,"Mumbai,Maharashtra",India,"Mumbai,Maharashtra",India,1885.0,1001-5000,Insurance,Promotions,,3.5,3.7,3.6,3.5,3.5,3.6,3.3
DB-Schenker,4.3,1990.0,"Gurgaon / Gurugram, Haryana",India,Essen,Germany,896.0,50001-100000,Logistics,"Work-life balance, Company culture, Job security",Promotions,4.0,4.3,4.2,4.0,4.0,3.9,3.3
Vishwa-Samudra-Engineering,3.6,,,,,,,,,,,,,,,,,
UTL-Solar,3.6,1996.0,"Delhi/NCR, Delhi",India,"Delhi/NCR, Delhi",India,444.0,201-500,Electronics Manufacturing,"Promotions, Salary, Job security",,3.3,3.5,3.3,3.6,3.4,3.3,3.1
BUSINESSNEXT,3.5,2001.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,1500.0,1001-5000,Software Product,"Work satisfaction, Promotions, Skill development",,3.5,3.4,3.4,3.2,3.2,3.4,3.2
Levi-Strauss-&-Co.,4.2,,,,,,,,,,,,,,,,,
Prestige-Group,4.2,1986.0,Bengaluru,India,Bengaluru,India,9014.0,1001-5000,Real Estate,"Job security, Work-life balance, Company culture",,4.2,4.2,4.0,3.8,3.9,3.7,3.5
Western-Refrigeration,3.8,1972.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,981.0,501-1000,Industrial Machinery,"Job security, Salary",,3.9,3.5,3.5,3.6,3.5,3.8,3.5
MR.DIY,3.4,,,,,,,,,,,,,,,,,
United-Spirits,4.1,1997.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,2957.0,5001-10000,Beverage,"Salary, Work-life balance, Skill development",Promotions,3.4,4.0,3.9,4.0,3.9,4.1,3.1
Mahendra-NextWealth-IT,3.4,,,,,,,,,,,,,,,,,
Marelli,3.5,1919.0,,,"Corbetta, Corbetta",Italy,1162.0,10001-50000,Auto Components,"Promotions, Work satisfaction, Skill development",,3.5,3.6,3.4,3.3,3.3,3.4,2.9
Sandoz,4.0,1886.0,,,"     Basel, Basel-Stadt ",,2252.0,10001-50000,Pharma,,,3.6,4.0,3.9,3.6,3.6,4.0,3.1
Titan-Engineering-&-Automation,3.8,1994.0,Hosur,India,Hosur,India,1500.0,1001-5000,Engineering & Construction,"Job security, Skill development",Promotions,4.2,3.4,3.7,4.0,3.6,3.6,3.2
Artemis-Hospitals,4.1,2007.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,2400.0,1001-5000,Healthcare,"Work-life balance, Skill development, Job security",,3.9,4.0,3.8,4.0,3.9,3.7,3.4
MITS-Global-Consulting,4.5,,,,,,,,,,,,,,,,,
Solara-Active-Pharma-Sciences,3.7,,,,,,,,,,,,,,,,,
Bajaj-Consumer-Care,3.8,,,,,,,,,,,,,,,,,
Harman-Finochem,3.6,1983.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,1311.0,1001-5000,Pharma,,,3.4,3.5,3.3,3.4,3.5,3.5,3.3
NAV-Backoffice,3.8,1991.0,Jaipur,India,Jaipur,India,3012.0,1001-5000,Accounting & Auditing,"Salary, Promotions",,3.7,3.6,3.7,3.6,3.6,4.0,3.8
Renault,4.0,1898.0,,,Boulogne Billancourt Cedex,France,16000.0,10001-50000,Automobile,"Work-life balance, Company culture, Job security",,3.8,3.9,3.8,3.7,3.8,3.7,3.4
Toothsi,2.7,2018.0,"Mumbai,Maharashtra",India,"Mumbai,Maharashtra",India,660.0,,Internet,"Promotions, Job security, Work satisfaction",,2.2,2.5,2.4,2.5,2.4,2.7,2.2
Unified-Mentor,4.1,2022.0,,,"Gurgaon / Gurugram, Haryana",India,,11-50,IT Services & Consulting,"Work-life balance, Skill development, Work satisfaction",,3.7,4.1,3.9,4.1,4.0,3.4,3.7
LendingKart,3.6,2014.0,"Ahmedabad,Gujarat",India,"Ahmedabad,Gujarat",India,789.0,501-1000,NBFC,"Promotions, Job security, Skill development",,3.1,3.5,3.5,3.3,3.4,3.6,2.9
Premier-Energies,4.0,1995.0,"Hyderabad / Secunderabad, Telangana",India,,,1560.0,501-1000,Electronics Manufacturing,"Job security, Work-life balance, Company culture",Promotions,3.9,3.9,3.8,3.8,3.8,3.5,3.3
Navin-Fluorine-International,3.8,,,,,,,,,,,,,,,,,
Datamatics-Business-Solutions,3.3,1982.0,Mumbai,India,Mumbai,India,4962.0,1001-5000,Management Consulting,"Promotions, Salary, Work satisfaction",,3.4,3.3,3.3,3.2,3.1,2.9,2.5
Courtyard-by-Marriott,4.2,1927.0,,,"Bethesda, Maryland",United States (USA),2377.0,10001-50000,Hospitality,"Job security, Company culture, Skill development",,4.3,3.9,4.1,4.1,4.0,3.6,3.6
Kirloskar-Pneumatic,4.0,1958.0,"Pune, Maharashtra",India,"Pune, Maharashtra",India,853.0,1001-5000,Industrial Machinery,"Job security, Company culture, Work-life balance",,4.1,3.9,3.9,3.9,3.8,3.7,3.5
Innominds-Software,3.2,1998.0,"Hyderabad/Secunderabad, Telangana",India,"San Jose, CA",,1238.0,1001-5000,IT Services & Consulting,,,2.9,3.3,3.1,3.2,3.1,3.0,2.7
Herbalife-International,4.0,1980.0,,,Los Angeles,United States (USA),1353.0,5001-10000,Healthcare,"Work-life balance, Company culture, Salary",,3.8,4.0,3.9,3.7,3.8,3.9,3.5
Z-X-Learning,4.3,,,,,,,,,,,,,,,,,
The-Times-of-India,3.6,1838.0,New Delhi,India,New Delhi,India,2050.0,10001-50000,Media & Entertainment,"Promotions, Salary, Work satisfaction",,3.3,3.6,3.5,3.3,3.3,3.2,2.8
Carlsberg,3.9,1847.0,"New Delhi, Delhi",India,"Vesterbro, Copenhagen",Denmark,1181.0,10001-50000,Beverage,"Salary, Company culture, Job security",Promotions,3.8,3.7,3.8,3.6,3.6,3.9,3.2
Kellogg-Brown-and-Root,4.1,1998.0,,,"Houston, Texas",United States (USA),1852.0,10001-50000,Engineering & Construction,"Company culture, Work-life balance, Salary",,3.7,4.2,4.2,3.7,3.9,3.9,3.4
Practo,3.0,2008.0,"Bangalore,Karnataka",India,"Bangalore,Karnataka",India,600.0,501-1000,Internet,"Promotions, Job security, Work satisfaction",,2.4,2.8,2.8,2.9,2.7,3.0,2.4
Bharat-Fritz-Werner,3.9,1961.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,1501.0,1001-5000,Industrial Machinery,,,3.7,3.7,3.6,3.8,3.7,3.3,3.2
FiveS-Digital,3.3,2009.0,Udaipur,India,Udaipur,India,3501.0,1001-5000,BPO,"Salary, Promotions, Job security",,3.1,3.3,3.3,3.4,3.3,2.9,3.0
L-&-W-Constructions,3.9,2006.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,925.0,1001-5000,Engineering & Construction,"Salary, Skill development",,3.7,3.6,3.7,3.8,3.7,4.0,3.4
BLK-Super-Speciality-Hospital,3.9,1959.0,"Delhi/NCR, New Delhi",India,"Delhi/NCR, New Delhi",India,584.0,501-1000,Healthcare,"Skill development, Company culture, Job security",Promotions,3.8,3.6,3.8,3.9,3.6,3.5,3.3
Unimoni,3.8,2006.0,,,"Abu Dhabi, Dubai",United Arab Emirates (UAE),5000.0,5001-10000,FinTech,"Company culture, Work-life balance, Skill development",,3.6,3.8,3.8,3.8,3.7,3.6,3.4
Propertypistol-Realty,3.8,2012.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,1001.0,201-500,Internet,Salary,,3.4,3.6,3.7,3.7,3.6,3.8,3.4
Indecomm-Global-Services,4.1,2003.0,,,"Edison, New Jersey",United States (USA),1101.0,1001-5000,IT Services & Consulting,"Job security, Work-life balance, Company culture",,4.2,4.0,3.9,3.9,3.9,3.7,3.6
GSPANN-Technologies,4.1,2004.0,,,"Milpitas, California",United States (USA),1261.0,1001-5000,IT Services & Consulting,"Company culture, Work-life balance, Job security",,3.9,4.1,4.1,3.8,3.9,3.9,3.6
Hitachi-Cash-Management-Services,3.2,2001.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,10501.0,10001-50000,Other,"Promotions, Work satisfaction, Salary",,3.1,3.1,3.0,3.1,3.0,3.0,2.6
Craftsman-Automation,3.9,1986.0,"Coimbatore, Tamil Nadu",India,"Coimbatore, Tamil Nadu",India,2893.0,1001-5000,Auto Components,"Salary, Skill development","Promotions, Company culture, Work-life balance",3.5,3.3,3.2,3.8,3.4,4.0,3.2
Enco-Engineers-Combine,3.7,1983.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,493.0,501-1000,Auto Components,"Promotions, Job security",,3.3,3.5,3.4,3.7,3.5,3.6,3.2
AM-Infoweb,3.8,2008.0,"Pune, Maharashtra",India,,,1801.0,1001-5000,BPO,"Salary, Skill development",,3.6,3.7,3.6,3.8,3.6,3.8,3.6
WPP-Media,3.6,,,,,,,,,,,,,,,,,
Virtual-Employee,3.3,2007.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,2001.0,1001-5000,Recruitment,"Promotions, Job security, Skill development",,2.9,3.5,3.1,3.0,3.2,3.2,2.8
Inox-Wind,3.7,2009.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,913.0,5001-10000,Power,Job security,"Promotions, Salary",3.9,3.7,3.4,3.5,3.5,3.1,3.0
Macawber-Beekay,4.2,1986.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,1500.0,1001-5000,Industrial Machinery,"Job security, Salary, Work-life balance",,4.1,4.0,3.9,4.0,4.0,4.0,3.7
Sulzer,3.9,1834.0,,,"Winterthur, Winterthur",Switzerland,932.0,10001-50000,Industrial Machinery,Salary,Promotions,3.7,3.6,3.6,3.6,3.6,3.9,3.3
My-Home-Constructions,4.3,1981.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",Array,3000.0,1001-5000,Real Estate,"Job security, Work-life balance, Company culture",,4.4,4.3,4.2,4.1,4.1,3.9,3.8
RAK-Ceramics,3.7,1989.0,,,"Ras Al Khaimah, Ras Al Khaimah",United Arab Emirates (UAE),1386.0,5001-10000,Building Material,Promotions,,3.5,3.6,3.5,3.5,3.4,3.7,3.1
IKF-Finance,3.9,1991.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",India,1501.0,1001-5000,NBFC,"Salary, Work-life balance, Company culture",,3.6,3.9,3.8,3.7,3.8,3.9,3.5
Maini-Precision-Products,3.4,1973.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,1123.0,1001-5000,Auto Components,"Promotions, Salary, Job security",,3.0,3.2,3.0,3.3,3.1,2.9,2.8
Gayatri-Projects,3.9,,,,,,,,,,,,,,,,,
General-Motors,4.0,1996.0,,,"Detroit, Michigan",United States (USA),10310.0,100001+,Automobile,"Company culture, Work-life balance, Skill development",,3.7,4.1,4.1,3.9,3.8,3.8,3.6
Utility-Powertech,3.8,,,,,,,,,,,,,,,,,
Hi-Tech-Gears,3.9,1986.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,646.0,1001-5000,Auto Components,Work-life balance,Promotions,3.5,3.8,3.7,3.7,3.7,3.6,3.1
